,3,2,2,1,2,1,2,2,5,3,3,1,-1,2,4,8,10,4,1,2,2,3,2,-1,4,5,2,2,
Category,Alumni Tailgate,Assisting with interviews,Big Brother Mentor,Brother Interviews,BUSIK Letters,Chapter Attendance,Committee/Cabinet Member,Domingos,Exec Member,Family Hangouts,Family Head,Forms,Missing/Late Forms,Hosting Family Initiation,Hosting Official Initiation,Initiation So-Bro,Perfect Attendance,Perfect Recruitment Attendance,Photocircle Upload (10),Posting on story,Professional Headshot,Recruitment Tabling,Rush Attendance,Rush Event Missed,Service Event Attendance,Sobro,Wellness Week Event(s),Zeta Chats,TOTAL
Identikey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
aala1752,,1,0,14,0,4,,,0,,,,,,,,,1,,,,0,4,,,1,,0,37
aana4011,,0,0,0,0,3,,,0,,,,,,,,,0,,,,0,0,,,0,,0,3
Aifl8154,,0,1,3,1,0,,,0,,,,,,,,,0,,,,1,0,,,0,,1,12
alda6179,,0,0,5,0,5,,,0,,,,,,,,,0,,,,0,3,,,0,,0,16
alha3308,,0,0,9,1,5,,,1,,,,,,,,,0,,,,0,3,,,0,,2,31
alkh8987,,0,0,1,0,5,,,0,,,,,,,,,0,,,,0,2,,,0,,0,10
Alli8015,,1,0,3,0,6,,,0,,,,,,,,,0,,,,0,2,,,0,,1,17
almi4216,,2,1,10,0,6,,,1,,,,,,,,,1,,,,0,4,,,1,,2,48
alzi9601,,1,1,3,1,6,,,1,,,,,,,,,0,,,,1,2,,,1,,2,36
amke8708,,0,0,0,1,6,,,0,,,,,,,,,0,,,,0,0,,,0,,0,8
amsa2182,,2,0,7,0,6,,,0,,,,,,,,,1,,,,0,4,,,0,,2,33
Ansc3249,,1,0,4,0,4,,,1,,,,,,,,,0,,,,0,3,,,0,,0,21
Antr2545,,0,1,5,0,4,,,0,,,,,,,,,0,,,,0,2,,,0,,1,17
avmc9121,,1,0,8,1,7,,,0,,,,,,,,,1,,,,0,4,,,0,,1,33
brjo3573,,2,0,4,1,6,,,0,,,,,,,,,1,,,,0,4,,,0,,0,28
brsp8986,,0,0,1,0,3,,,0,,,,,,,,,0,,,,0,0,,,0,,0,4
caph8989,,0,0,2,0,2,,,0,,,,,,,,,0,,,,0,2,,,0,,0,8
chha6855,,0,1,5,1,5,,,0,,,,,,,,,0,,,,1,3,,,0,,0,23
clha6220,,1,0,4,0,4,,,0,,,,,,,,,0,,,,1,2,,,1,,1,24
codr8477,,2,1,14,0,6,,,0,,,,,,,,,1,,,,0,4,,,1,,2,47
dadi2744,,0,0,0,0,1,,,0,,,,,,,,,0,,,,0,0,,,0,,0,1
Dafr1514,,0,0,1,0,2,,,0,,,,,,,,,0,,,,0,1,,,0,,0,5
dica5553,,1,0,2,0,6,,,0,,,,,,,,,1,,,,1,4,,,0,,0,25
dopo3455,,2,1,12,1,7,,,0,,,,,,,,,0,,,,1,3,,,1,,1,43
eitr1983,,0,0,5,0,4,,,0,,,,,,,,,0,,,,0,3,,,0,,0,15
elal8796,,1,0,16,1,6,,,0,,,,,,,,,1,,,,0,4,,,0,,2,42
emne2483,,2,1,4,1,6,,,0,,,,,,,,,0,,,,1,3,,,0,,1,29
ethi1779,,0,0,3,0,4,,,0,,,,,,,,,0,,,,0,3,,,0,,2,17
fibu9595,,0,0,2,0,0,,,0,,,,,,,,,0,,,,0,0,,,0,,1,4
gama2955,,2,0,5,1,5,,,0,,,,,,,,,1,,,,0,4,,,0,,2,32
giwi8287,,1,1,15,0,6,,,0,,,,,,,,,1,,,,0,4,,,0,,2,41
grgi9150,,0,0,1,0,2,,,0,,,,,,,,,0,,,,0,1,,,0,,0,5
Grqu5792,,1,0,1,0,6,,,0,,,,,,,,,0,,,,0,3,,,0,,1,17
Hakl1855,,0,0,0,0,1,,,0,,,,,,,,,0,,,,0,2,,,0,,0,5
hakl9107,,0,0,4,0,1,,,0,,,,,,,,,0,,,,0,1,,,0,,0,7
Hame3323,,0,0,2,0,5,,,0,,,,,,,,,0,,,,1,3,,,0,,0,16
isra5398,,1,0,1,0,4,,,0,,,,,,,,,0,,,,0,3,,,0,,1,15
jafi2551,,1,0,0,0,6,,,0,,,,,,,,,1,,,,0,4,,,0,,1,22
jaha6280,,1,1,2,0,5,,,1,,,,,,,,,0,,,,1,3,,,0,,1,27
jahi8176,,0,0,0,0,0,,,0,,,,,,,,,0,,,,0,3,,,0,,0,6
Jajo2257,,0,0,9,0,4,,,0,,,,,,,,,0,,,,0,2,,,1,,0,22
jaka4679,,0,0,0,0,2,,,0,,,,,,,,,0,,,,0,0,,,0,,0,2
japa8629,,0,0,0,0,5,,,0,,,,,,,,,0,,,,0,2,,,0,,0,9
jasn7628,,0,0,0,0,0,,,0,,,,,,,,,0,,,,0,0,,,0,,0,0
jasp8166,,1,1,5,0,7,,,1,,,,,,,,,1,,,,1,4,,,0,,0,36
jato9141,,0,0,0,0,0,,,0,,,,,,,,,0,,,,0,0,,,0,,0,0
jero8375,,0,0,1,0,6,,,0,,,,,,,,,0,,,,0,2,,,0,,0,11
joec9785,,1,1,10,1,6,,,0,,,,,,,,,0,,,,0,2,,,0,,1,28
joro6196,,1,0,0,0,6,,,0,,,,,,,,,0,,,,0,2,,,0,,0,12
Joth8935,,0,0,2,0,5,,,0,,,,,,,,,0,,,,0,2,,,0,,1,13
jotu4945,,2,1,11,0,6,,,1,,,,,,,,,1,,,,1,4,,,1,,0,48
jube7724,,2,1,7,1,4,,,0,,,,,,,,,1,,,,0,4,,,0,,0,31
jule2444,,2,1,4,0,6,,,0,,,,,,,,,0,,,,0,3,,,0,,2,26
kala1289,,0,1,4,1,6,,,1,,,,,,,,,1,,,,0,4,,,1,,1,38
Kana6957,,1,1,9,1,7,,,0,,,,,,,,,0,,,,1,3,,,0,,0,31
Karo2421,,0,0,0,0,1,,,0,,,,,,,,,0,,,,0,0,,,0,,0,1
kawe7205,,1,0,12,0,0,,,0,,,,,,,,,0,,,,1,0,,,0,,0,17
krgr7463,,0,0,0,0,1,,,0,,,,,,,,,0,,,,0,0,,,0,,0,1
kyne9841,,1,0,2,0,6,,,1,,,,,,,,,1,,,,0,4,,,0,,1,29
laba5854,,1,1,12,1,5,,,0,,,,,,,,,0,,,,0,3,,,0,,1,31
laba8816,,0,0,0,0,5,,,0,,,,,,,,,0,,,,0,3,,,0,,0,11
liar4009,,0,0,0,0,3,,,0,,,,,,,,,0,,,,1,2,,,0,,0,10
Lime3402,,0,0,0,0,6,,,0,,,,,,,,,0,,,,1,3,,,0,,1,17
Loge1316,,1,0,3,1,5,,,0,,,,,,,,,0,,,,0,3,,,0,,0,18
lubo2989,,0,0,2,1,4,,,0,,,,,,,,,0,,,,0,3,,,0,,1,16
mabi7864,,1,0,2,0,5,,,0,,,,,,,,,0,,,,1,3,,,0,,0,18
macu5286,,1,1,11,0,7,,,1,,,,,,,,,1,,,,0,4,,,0,,2,43
Mafo7813,,0,0,0,0,3,,,0,,,,,,,,,0,,,,0,2,,,0,,0,7
mamc6927,,1,1,5,0,5,,,0,,,,,,,,,0,,,,1,3,,,1,,0,28
Mami2246,,0,0,8,0,6,,,0,,,,,,,,,0,,,,0,3,,,1,,2,29
mami9733,,1,0,1,1,5,,,0,,,,,,,,,0,,,,0,2,,,0,,0,14
mapl6691,,0,0,0,0,4,,,0,,,,,,,,,0,,,,0,3,,,0,,0,10
maru4609,,0,0,1,0,4,,,0,,,,,,,,,0,,,,0,1,,,0,,0,7
mash8386,,2,1,14,1,7,,,0,,,,,,,,,1,,,,1,4,,,1,,2,53
mawi6494,,0,1,3,0,6,,,0,,,,,,,,,0,,,,0,3,,,1,,1,24
Mcmu7957,,2,1,5,1,6,,,0,,,,,,,,,0,,,,1,3,,,0,,0,28
Mimy3138,,0,0,2,0,5,,,0,,,,,,,,,0,,,,0,2,,,0,,1,13
Nabr9266,,0,0,0,0,4,,,1,,,,,,,,,0,,,,1,3,,,1,,0,23
nacu5479,,0,0,5,0,5,,,0,,,,,,,,,0,,,,0,2,,,0,,1,16
nipa7920,,1,0,4,0,3,,,0,,,,,,,,,0,,,,0,3,,,0,,1,17
nofa2324,,1,0,9,1,6,,,0,,,,,,,,,0,,,,0,3,,,1,,0,30
noke7916,,0,0,4,1,4,,,0,,,,,,,,,0,,,,0,2,,,0,,0,14
Pahe4273,,0,0,2,1,5,,,0,,,,,,,,,0,,,,0,2,,,0,,2,17
Rakn7525,,1,0,4,1,6,,,0,,,,,,,,,1,,,,0,4,,,0,,2,30
reja4419,,2,1,9,1,7,,,0,,,,,,,,,1,,,,1,4,,,1,,2,48
rior4473,,0,0,10,0,5,,,0,,,,,,,,,0,,,,0,2,,,0,,0,19
robe8922,,0,0,0,0,4,,,0,,,,,,,,,1,,,,0,4,,,0,,0,16
roch5140,,0,0,1,0,4,,,0,,,,,,,,,0,,,,0,2,,,0,,1,11
rowe9760,,2,0,0,0,4,,,0,,,,,,,,,0,,,,0,3,,,0,,2,18
saco7124,,0,0,2,0,3,,,0,,,,,,,,,0,,,,0,2,,,0,,1,11
Sage1500,,0,0,4,0,4,,,0,,,,,,,,,0,,,,0,3,,,0,,0,14
sauy7779,,0,0,0,0,2,,,0,,,,,,,,,0,,,,1,3,,,0,,0,11
scho3524,,2,0,2,0,6,,,0,,,,,,,,,0,,,,0,3,,,0,,0,18
scna9922,,1,1,6,0,7,,,0,,,,,,,,,1,,,,0,4,,,0,,1,31
Shhu1792,,0,0,6,0,0,,,1,,,,,,,,,0,,,,0,0,,,1,,0,16
sora7650,,2,1,12,1,7,,,0,,,,,,,,,1,,,,1,4,,,0,,2,46
sori9688,,1,0,5,1,5,,,0,,,,,,,,,0,,,,0,3,,,0,,0,20
Sowi6969,,1,0,6,1,4,,,0,,,,,,,,,0,,,,0,2,,,1,,1,25
Spho6907,,1,0,5,0,7,,,1,,,,,,,,,0,,,,1,3,,,0,,0,28
Spra6353,,0,0,5,0,5,,,0,,,,,,,,,0,,,,0,3,,,0,,1,18
spri5957,,0,0,4,0,5,,,0,,,,,,,,,1,,,,0,4,,,1,,0,26
trty7584,,0,0,0,0,0,,,0,,,,,,,,,0,,,,0,0,,,0,,0,0
vawo3907,,0,0,0,0,0,,,0,,,,,,,,,0,,,,0,0,,,0,,0,0
widr7017,,2,1,2,0,7,,,0,,,,,,,,,0,,,,0,3,,,1,,0,26
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0